Order_ID,User_ID,Gender,Age,Location,Product_ID,Category,Price,Quantity,Discount,Payment_Method,Order_Date,Delivery_Time_Days,Is_Returned,Total_Amount
d457d179-b649-49b9-8f27-39fcf89faa5d,88c20301-41ba-4b5e-9ee8-f0265bfa58dc,Male,29,Ahmedabad,55f772fb-fa51-471c-b714-6797590bbf21,Electronics,797.86,5,0.15,UPI,2024-10-27,5,0,3390.905
c097c6c4-855f-4ca7-97bf-254d2c0c1511,f41e7c18-3ad4-4d90-b1f1-4aad2e9a498c,,65,Pune,6ae58203-37b8-465c-b38a-8344bbeeff5f,Clothing,591.63,3,0.39,Debit Card,2024-08-30,5,1,1082.6828999999998
137fd453-ed96-4f88-9eab-2f168069afd5,d4a00f8b-abcb-4d8a-9f72-1736144d821f,Female,53,Ahmedabad,1fb195f9-3b84-4841-8d55-63c62481d532,,1362.0,2,0.16,Debit Card,2024-08-10,1,0,2288.16
820c351b-40ea-4caa-a8ba-e76d7f3366e1,a87fc2df-f469-4a3e-a460-b4a8a15c1e69,Male,60,Bangalore,32968583-5de2-4fae-afc2-9c1eecd86058,Books,856.85,5,0.48,Cash on Delivery,2025-01-17,5,0,2227.81
736e48e1-4a1e-4e0b-a996-b8d59cf5256d,495bdac5-3bc1-482f-8a61-c71ed175318a,Male,31,Chennai,93ec527e-9152-498c-86b4-fdd93e5c4b7d,Automotive,281.67,5,0.49,PayPal,2024-10-18,7,0,718.2585
1589ad4f-cd25-4787-8303-d2792337c37b,880ec52e-32a4-4da0-b964-5113117afd94,Male,32,Delhi,77321acb-5185-4a93-8ad7-438974fa65fc,Automotive,1275.53,2,0.33,UPI,2024-04-20,7,1,1709.2101999999998
32ff5ed7-3355-404f-9673-7031149a331d,f1b70096-0d3b-4fb8-ab9b-a25ef3509963,Male,20,Delhi,9f9633ce-68fd-4a72-b2e7-a487790fc90b,Beauty,397.21,2,0.06,Credit Card,2024-08-31,5,0,746.7547999999999
6310b3cd-b064-45b6-99e4-7f7138ac698e,65113525-1692-40aa-85fd-02a0d5c4ec36,Female,39,Bangalore,af17db70-da30-4eca-9603-6f6396e119c8,Toys,423.37,5,0.13,Credit Card,2023-09-19,1,0,1841.6595
003af0b7-6555-49b9-aa4f-71d3170b6f93,65defea0-aa3b-4072-ba27-dae19d357831,Male,55,Delhi,63c26f1f-cdc3-466f-83e0-3ff903cea44a,Clothing,1596.3,1,0.26,Credit Card,2023-11-14,6,0,1181.262
fdb2aa99-b31b-42df-9286-57ec562a1612,4cf8d6f1-2cd6-4791-83b2-daf8ed03010b,Male,,Bangalore,bf171078-9815-4dc2-b5c2-e9824dd68129,Toys,401.83,2,0.43,PayPal,2024-02-23,13,0,458.0862
01b11918-02ee-46bf-9b3c-763892668cf5,e6e66c94-91df-4c62-900f-653a12e3f591,Female,62,Mumbai,dbacbf07-df28-48b8-b0ad-12b881fd51f3,Home,-158.22,3,0.09,,2023-07-28,8,0,-431.94059999999996
12c0a904-e983-43fd-8c61-c098d1a19f75,359ed255-4520-476a-a3cb-a8a8ab90bf9c,Male,47,Delhi,d5d63566-07ad-4e47-86ad-c24558fad8c5,Sports,1311.43,2,0.05,Cash on Delivery,2024-04-22,5,0,2491.717
f5eb9fdb-ec01-4344-8ff9-29d63efebb1f,8f2ed7db-1d77-4281-a6b1-a2c298608dd1,Male,,Ahmedabad,4c7363c6-4662-4b46-8df7-82fb30919099,Electronics,848.07,1,0.04,UPI,2024-08-02,6,0,814.1472
bd082a60-1555-43de-aa01-0d1dbd3aeb52,59ea9f34-b2fa-44fa-83f2-2226063dfe25,Male,65,Delhi,d792088c-cf59-479a-8ffe-d225c3002f6f,Sports,891.17,3,0.25,Cash on Delivery,2024-12-14,10,1,2005.1324999999997
2598bfb8-3642-4850-bd40-9b20742106de,76cfed17-1519-45d9-b13d-526b93d5c866,Female,,Pune,3696ecdc-fc38-4b17-b968-6696028a9bd8,Electronics,842.75,5,0.44,UPI,2025-01-14,6,,2359.7000000000003
b4e2e4c3-c8d7-45f7-9f92-7ab2dbfd6989,ebfdfbde-91f8-49be-af42-24813277120e,Female,53,Mumbai,8ba08421-b2eb-4639-8527-fe73448f8d09,Automotive,1115.83,5,0.02,Debit Card,2024-06-24,11,0,5467.566999999999
52b62b7b-6aeb-490a-9441-8d6a7319662b,38521e25-542c-4f5d-981d-67b58315c906,Male,35,Ahmedabad,56541971-811a-46ca-b06a-4fdf953505bd,Home,623.64,,0.11,Credit Card,2024-02-22,,,
8f01d434-edb3-4493-a6c0-356573f79286,ca17d1f2-05c5-4cd8-bf89-367b95370c39,Female,21,Ahmedabad,a9b4173e-0e36-4320-984e-e463cab2922b,Toys,1738.06,1,0.35,UPI,2023-10-24,1,0,1129.739
a712d73d-98ec-4990-94b1-d05a4dbd8962,0680dff1-e452-4921-aa37-fafdfc96b250,Female,66,Kolkata,98bca10d-15ff-4f06-b086-11a48ef4cbf0,Beauty,261.88,2,0.41,Debit Card,2024-07-15,3,0,309.01840000000004
0a79b498-bd71-40a4-a7e8-be19a5f8594c,669b4a44-2f4c-4500-a1a7-28d8186952e5,Male,26,Kolkata,e4b53316-02e6-44b1-9f69-9b593342458e,Books,1222.44,5,0.4,PayPal,2024-06-03,3,0,3667.32
aecf98d0-bc72-4174-8473-844c740cab40,21e7a3e0-6415-4f1e-a499-7c39c4597fb7,Female,38,Delhi,71135996-de5b-4fe1-b439-44c14074a8da,Toys,1321.06,4,0.39,Cash on Delivery,2024-03-25,8,0,3223.3864
173bc770-ed34-4c32-9eb9-fa57b36709d5,e04249c7-5679-4745-befa-02ca7eef9853,Male,53,,5065713c-2c5d-4193-b8f2-d28df4091354,Automotive,620.17,2,0.06,Credit Card,2024-12-09,1,1,1165.9196
99526ea4-e0a7-4f66-b5a0-eb9074b2d4b1,5800029d-7475-4c9f-a0ef-2adb542729b4,Male,55,Ahmedabad,6450282f-9d8f-455b-b73c-093160760024,Electronics,488.13,2,0.2,Credit Card,2023-11-01,8,1,781.008
99d32301-4555-49d5-8eb6-6dda3d159db3,ea9d15a4-1118-49e7-9daa-50ed8cb058e0,Other,58,Ahmedabad,1a554a54-9aa6-4a47-96ee-d9dd1cadd51f,Automotive,1508.59,2,0.49,Debit Card,2023-07-23,,0,1538.7618
cfbfd457-30fe-49ed-b86b-3ceca9c77a3c,dc747d0e-076e-4a4e-adff-a102c95313f0,,29,Kolkata,726a5589-9fa4-4b33-a022-86a1df726a1a,Toys,504.57,3,0.49,PayPal,2024-09-29,1,0,771.9921
76d1699e-21fe-47e3-b483-7121ecea3e4e,48bd887e-85ef-4a78-b0c5-36a725db8b3b,Female,43,Bangalore,56be2969-7f11-4cfc-88d8-fd1215cb1fc3,Sports,696.67,1,0.3,Debit Card,2024-07-21,7,0,487.6689999999999
a169dba4-6adf-467d-8ce0-b04f4402353f,15c889fa-a738-49df-a976-a086dc9311c7,Male,59,Ahmedabad,97edabad-7049-48e4-a519-5634ac95dcd6,Books,1443.65,,0.35,PayPal,2023-07-28,13,1,
5bc085e6-8738-42f8-afa4-925bd06a0fb4,c18763bd-8d81-4788-88ac-f607ee498bef,Male,,Bangalore,68fdd5a1-6660-4f14-9307-caae1c73c29e,Books,1017.37,1,0.48,Debit Card,2024-01-31,3,0,529.0324
8e39f24b-c03e-4cc4-b9e6-69e7e948a310,b235417b-2fac-483c-97c7-6e7d5f92d9a4,Female,66,Chennai,c8ba513b-c70f-42dd-a27b-730030f5ef3f,Automotive,101.43,,0.22,PayPal,2023-09-29,2,0,
054e9ef3-6c80-440e-8c8a-ed2f22506781,11ebe4e4-9839-4db6-84cc-e1226affb191,Male,,Delhi,b767949a-c312-48ff-a3fc-bb7fd1c5674e,Books,1873.53,5,0.07,Debit Card,2023-10-25,11,0,8711.914499999999
409fdf78-d252-4a7e-b194-3681706822d7,6dda500f-bb78-413d-93ec-da91353a837d,Male,68,Ahmedabad,646e4483-7b7b-486b-bda0-bc841cb72a28,Beauty,734.99,3,0.33,,2023-07-19,1,1,1477.3299
8a90f6e3-904c-47ca-827f-e93c2434bf49,3ca6cd6f-13c1-4efe-8982-669f5920ffd5,Female,57,Mumbai,2ed10ee0-48d6-4431-8055-995a59cd362c,Electronics,798.62,5,0.48,PayPal,2023-11-23,14,0,2076.412
67053d16-5441-4505-af0f-2f3568a6924d,b1c8eeae-c58e-41e9-94fc-37d1fd1f6cdb,Male,30,Mumbai,d8ac2c0c-2a63-4dc6-818e-dadeeb88b959,Clothing,1127.89,4,0.35,UPI,2023-07-18,2,0,2932.5140000000006
20488488-e729-4ce2-8ada-4cc4400cc962,d3ded798-885d-4444-af10-538d4d3bbc61,Other,62,Chennai,fcf82fdb-0ea2-40e1-a83d-cf91b6c8db5f,Toys,1312.54,2,0.4,UPI,2024-11-01,9,0,1575.048
09372d0d-04ca-4083-889e-7b36efcf6570,7cabcece-575b-4433-b366-7f930dd2eaf6,Male,59,Pune,4b7a101d-ada0-4002-86b7-882776abfae8,Toys,1980.55,2,0.21,PayPal,2024-01-18,13,0,3129.2690000000002
6f9afbb1-55ea-4c8c-ab86-5c29be6b93ce,83c7eed2-99ec-4522-97bb-d575a98801fb,Female,58,Kolkata,8880aedd-8f51-47a8-8504-812420077bdb,Beauty,169.97,3,0.05,Debit Card,2024-02-28,5,0,484.4145
c8a74ca1-7056-402b-b562-7f673ede8eea,e637ee95-95c5-40fe-9d5e-dd839055d913,Male,50,Mumbai,a3345587-9884-4efd-bdaa-3619f332eaf5,Clothing,1412.98,4,0.08,PayPal,2024-06-19,2,0,5199.7664
ea064ade-935e-424e-b9c8-f934d535d9bc,a6bbdebf-75c2-4b28-8386-1780137647ac,Female,53,Delhi,e02fc5a5-0628-4daf-8ef1-367777d7792e,Books,1371.5,4,0.49,UPI,2024-10-12,3,0,2797.86
94b8da3b-9603-4e20-89c9-465b3f32422b,0742664c-cd1f-4470-b3c3-eb9ea2229e4e,Female,40,Pune,974e2f56-d67e-47b0-8307-fe5ce361ed43,Home,931.42,3,0.25,PayPal,2024-10-18,,0,2095.6949999999997
dbde5713-9d01-4ec9-85fb-a78930dcb1b6,6b69e5e5-abfb-4b91-b833-a85624473d2c,Male,52,,31da6699-bd03-4e3e-8df9-5eb831ec4bf9,Beauty,1393.64,3,0.01,Credit Card,2024-08-23,12,0,4139.1108
f6eea55b-1429-44e4-b386-0e13c803899c,31f58ddb-5143-4e91-b2c5-df5bc0344feb,,31,Pune,50753963-d59c-458c-9ddc-d9ecc6ce2e08,Automotive,1467.14,3,0.48,Credit Card,2025-03-10,4,0,2288.7384
c5eb1fc2-6033-41d4-a02a-5b8ccd30a400,c9976ab8-6698-4a72-a6be-84fee085bbd9,Female,,Hyderabad,26c08c3b-6375-44e9-83ae-c9900d2e9be5,Sports,309.02,3,0.25,Debit Card,2023-11-03,12,0,695.295
72fc0d05-6077-46a4-84f5-0e561e6f8d80,313345e3-fae9-4f10-9869-c53b142895c2,Other,30,Ahmedabad,2617da57-0e78-469c-8ef4-b8064a9802bc,Electronics,1874.88,4,0.42,Credit Card,2025-05-06,12,0,4349.721600000001
2634992a-77e5-460b-9fa3-06db413e80d9,655c8039-2e16-41c0-87ca-347a82133182,Female,23,Hyderabad,a3a98d55-abbe-4c09-b8c9-0ce13ce0c4fa,Automotive,220.62,5,0.27,Cash on Delivery,2024-08-25,,0,805.2629999999999
34f1e8a3-3a6b-4e56-b9db-302e2c09c943,c6f4d3d3-baf1-46e5-bac5-27898abd9c40,Female,47,Chennai,fe0442bf-aacf-421c-bc0a-1aece1c01606,Books,432.34,4,0.05,Credit Card,2024-12-29,7,0,1642.8919999999998
ae4d55b6-6b37-4669-a9d2-21aeb13901ca,863355ea-7ac6-497a-b540-92d39758265a,Other,61,Hyderabad,cff673ef-9f42-4300-8a51-16958c952e78,Sports,869.11,5,0.31,PayPal,2023-09-21,,0,2998.4294999999997
3552cd84-479f-45a8-a519-05ca626f9ed7,3dfa6f00-b7c2-472b-9533-0b3d7342a837,Male,47,Hyderabad,4cb70cde-3560-40be-8382-83df655570f6,Clothing,1962.47,4,0.5,UPI,2024-09-15,8,0,3924.94
a680e52e-913e-4310-a669-2cfeb458ebc1,0005fb81-3310-47a5-93b4-32c23da9ceee,Male,36,Pune,41ba18e9-6d2a-48e5-9bd5-ad401a426da2,Toys,845.87,4,0.02,Cash on Delivery,2024-03-28,,0,3315.8104
f98298f3-54b2-455f-9cf6-085698946e03,14f0a77b-75dd-47d6-9965-af1cb7044309,Male,55,Chennai,5c286e10-7f8f-4eee-89cf-9c3a0fdb9013,Clothing,984.03,4,0.42,PayPal,2024-10-06,2,0,2282.9496000000004
84ed836f-709b-4172-a5ea-564adf1b6f0f,907518c5-724d-460e-b673-83ce67de7323,Male,41,Bangalore,c8acf4d1-88d8-44e2-adfd-aa3237dde4c8,Books,1716.04,1,0.12,Credit Card,2023-10-28,3,0,1510.1152
2ef3d191-4810-436f-bce6-79229d43c515,aac87abb-3a63-485f-8323-dafcac567dc5,Male,,Bangalore,d58e2961-75ac-48dd-9cd5-3a2fbc889ca0,Electronics,849.84,,0.2,Debit Card,2024-05-22,,0,
685c7280-fa29-4b4b-b3af-2adcac9dfd16,498d884b-3284-4417-b85a-5e04ed48d171,Male,,Delhi,d8f4ecb5-cab9-4cd2-b289-592a3486c931,Clothing,410.78,1,0.19,PayPal,2024-07-05,14,0,332.7318
604a694f-956f-4339-b42b-0a5ba792c08b,87c62aeb-dad1-40c4-958f-9c3975bea04b,Female,51,Chennai,6076994c-c1af-4afc-b3af-018e2a401862,Electronics,791.38,3,0.45,Debit Card,2025-03-14,6,,1305.777
6fa3750f-bd74-4f32-badc-ec1aef62333f,63d80833-91af-48e2-a1ec-e5d2efd626ba,Male,39,Mumbai,2a7f529e-1615-49c7-a3ba-566d9fbe0479,Clothing,1685.4,1,0.25,Debit Card,2025-03-11,10,0,1264.0500000000002
d12c683b-6cc1-4ab8-b0a2-32de1bd44746,a9489886-d9f8-4675-9082-2fa341c7e4e4,Male,67,Mumbai,cbee3de3-1380-4871-88b4-32754bee203e,Electronics,1035.43,1,0.22,Credit Card,2023-07-20,7,0,807.6354000000001
5bcff512-4e41-4179-8a5e-289fb8a1c781,23122939-fbfe-4168-b181-fd7210d56097,Female,20,Kolkata,12b3a384-628d-404b-8637-04148ac9c564,Toys,1965.33,5,0.41,Cash on Delivery,2024-12-08,1,0,5797.723500000001
a8356a31-455f-401c-aace-0f8a066f6b15,cc0ce2fb-0f98-4e7d-91b7-4991b6df1d96,Male,49,Kolkata,df7c50bb-e4f6-4633-8715-54f56e81abd3,Electronics,1368.97,3,0.02,Credit Card,2025-03-05,1,0,4024.7718
834f7c74-1948-4b6f-9985-f5bc26ee4e62,1cb0dff8-8d85-42d9-8bf7-f6b347980469,Female,40,Pune,dcb28751-d785-4c2f-bc73-3a8651b8f8d7,Toys,677.6,5,0.04,PayPal,2024-09-03,1,,3252.48
0d48f6ab-df96-4bbd-be2a-cd2ac5d9498e,45f85130-dbab-4316-9ffd-05ec93dae298,Male,,Chennai,58490e05-16cc-4115-a46e-2b964e92cc03,Clothing,1025.54,2,0.01,,2023-08-24,10,0,2030.5692
c521a9e2-a100-41fd-b191-652a58b8737d,e20a7b25-3a39-4da3-b41d-1a0de94043ba,,18,Ahmedabad,bb5d246c-d99c-4c80-a3de-ec8fad04ec69,Automotive,573.39,2,0.34,UPI,2024-06-28,5,0,756.8747999999999
bf933d95-3543-4cb2-b90c-83e6404fcc29,51590540-9e5b-4081-8461-10d440e2a2eb,Female,54,Ahmedabad,3318532c-0f1d-458c-8ce7-10049efa52a3,Automotive,665.78,2,0.26,Debit Card,2024-02-17,3,0,985.3543999999999
424700d1-412f-4b7d-a99f-3bf7e93d016a,6ca35e02-a5b1-4b6d-b0cd-e18a58122575,Male,67,Pune,88d7fcd4-e10c-45a9-8bbd-ddd64a1e4d2c,Clothing,3239.54,4,0.44,Credit Card,2023-08-06,,1,7256.569600000001
3fbd4fa0-a4b2-4f63-b91e-ad13a5f5907a,b621f536-21d0-4ac7-9700-1e46487727ef,Male,50,Kolkata,5bcc914d-da62-450f-a036-e067501ea384,Toys,1509.31,5,0.25,,2025-07-09,3,0,5659.912499999999
fd446b12-3232-4bd6-887b-a0befae5100c,1a5353f4-5e0c-4ed1-a61c-58f97df96b42,Female,23,Bangalore,1fc82e09-8cd5-4a9c-8fb9-837ff2c778a6,Electronics,1430.55,3,0.11,Credit Card,2024-10-21,12,0,3819.5685
91256cdd-2fae-4f34-8abf-cc170012bd05,2549f95c-5945-403f-986f-2b438bb4045d,Female,,,fa6b173b-2565-4879-a6de-fea0e72e0e0f,Automotive,688.41,3,0.4,UPI,2025-01-12,,0,1239.138
bb1ea338-be78-43d6-a50c-07337b5c7573,12b7abe5-ad32-4f1c-a241-9b4888c23f60,Female,52,Bangalore,50dcc646-1c5c-4ed3-b8ea-dcf9f5a2d73c,Beauty,1784.79,,0.15,Cash on Delivery,2023-08-20,3,0,
4ee0e008-bafb-46c9-ae38-12b74063be31,d3322c5d-519e-425f-93fe-da4e9ca7f212,Female,58,Mumbai,20311927-cf11-45be-8786-4933cd24d3d7,Electronics,1549.71,1,0.47,Credit Card,2024-09-18,4,0,821.3463
ba082377-bd44-41a9-843b-724e14155f6e,584beaca-1f7e-4a01-82ac-197597aeda47,Male,33,Hyderabad,bb3b55ab-8703-4653-aa8e-d5f1bc11f45e,Home,1940.81,3,0.13,UPI,2023-11-02,10,0,5065.5141
4fd97e2e-4447-4295-9334-36cc47004f28,3ea7a832-aa7d-4a61-a4e1-8df9d438316a,Male,50,Delhi,ce48f0fc-2f02-4a07-90db-b0c668452bb7,Electronics,1916.56,3,0.08,,2024-01-10,9,0,5289.7056
dbc8e802-4905-4853-b5fa-05beb38f7cee,ee78e00d-aac7-4cea-bca5-1ff720eff05d,Male,46,,9203a7d5-b6b1-4073-b8d7-654100140fd9,Books,260.46,1,0.25,UPI,2024-01-22,9,0,195.34499999999997
9197b556-9e57-4081-a34e-b8fa5c3bba8c,cb9a59d3-19c6-47ce-b56b-dab3c2f48afe,Female,22,Chennai,a33a4e05-51a6-4a66-b8d0-5f01bef5e7c4,Toys,445.08,2,0.03,PayPal,2024-06-24,10,0,863.4552
8a3b2bd1-16be-48aa-9481-eeefc90ca5e7,b2d7b3a2-09ac-43c0-b26d-5484623275f0,Female,25,Chennai,cff60e67-c387-4b33-9bfa-cf01bb7626e7,Books,498.11,1,0.02,Cash on Delivery,2025-02-05,,0,488.1478
491b7cd2-54ef-41f8-a211-7faadc1f4671,bfb17bf8-2bf6-47d5-9c49-9ff5ecffa7bb,Male,,Kolkata,5b521d6c-a182-4085-9b64-9c38f96d6c1c,Books,528.03,5,0.25,PayPal,2023-10-12,1,,1980.1124999999997
fcf27a11-10b1-431f-b9d2-28b5c45da3af,54ee31a4-14f6-4336-9f8f-1ccbafaf3268,Male,33,Chennai,a264f37f-262b-41e1-9c2f-a2ffbc1283f8,Electronics,1161.73,4,0.11,UPI,2024-08-03,13,0,
d3c60f49-2445-4632-a95b-6110adcb692d,bc47667f-95ed-43d3-acdf-f7feb1a53b6f,Male,30,Delhi,a09cffd1-d736-4537-aacf-b236e6089c1c,Home,716.6,5,0.0,UPI,2023-11-24,4,0,3583.0
a2a84d42-66a0-4cc1-b118-1e334f56ae06,779be7c5-2159-4be2-b10b-9e7e0c9413bb,Male,51,Kolkata,a7b76359-5ad4-4d3a-9290-0cd73b8d7efc,Electronics,2036.3,3,0.15,Credit Card,2024-05-07,7,1,
15fa6637-80f8-4ff0-9be3-5d6069675d76,7d2f86a1-4f76-4ce9-854b-916cc478af4b,Female,69,Kolkata,616eb7ba-52d6-49e4-af3a-95b3ecf7f82f,Sports,1952.34,4,0.24,Debit Card,2024-02-25,2,0,
68f98484-e7f5-411f-ae26-e47418e5453b,6539943b-4293-4b6d-bac0-2a78f62b9c60,Female,22,Hyderabad,70d10e7b-2aa3-49f2-964f-81dcc587fc83,Clothing,996.77,4,0.2,Credit Card,2024-12-07,8,0,3189.664
3ffe52a5-304e-47d8-91d7-14c8cc9aeb2e,872403de-0ccd-4a34-9d4d-f50308c03cc0,Female,56,Pune,eb8cd579-92f2-4b7f-8be1-59aded539eac,Beauty,1977.66,,0.07,Credit Card,2024-03-29,14,0,
95a096f8-69c0-448e-8db1-c412bcbd5cc0,688645d1-7585-44df-a2d7-f694e41d098e,Female,25,Mumbai,48f12d3a-5550-43bc-94c2-12bb76a06f57,Home,1744.07,1,0.29,Credit Card,2023-08-01,2,1,1238.2896999999998
158a56c5-03f2-4e7b-89ed-3741fc1b2b01,97030e5d-a643-411f-a6db-693e712f8b80,Male,20,Mumbai,29c3b9b7-5309-48a8-b411-e39cdf08b11d,Clothing,774.65,2,0.36,PayPal,2024-07-26,5,0,991.552
4358ee58-d75e-4e3a-bd20-d90c0cfb411c,d74dea7c-f0b6-4215-86c3-9e9e94471392,Female,21,Mumbai,45e40ba3-05d8-40bc-8c8d-bb85822f48e0,Toys,-4.61,4,0.34,Credit Card,2024-01-22,7,0,-12.170399999999999
2ccc5e0a-8f19-4aae-a1da-783e7c78cc46,f057c6f7-6ce1-40a5-bc38-de2f4cf7cf1a,Female,,Hyderabad,d0502e8f-71f0-442c-a6c0-56cb60dab69c,Books,891.02,,0.2,Cash on Delivery,2023-10-28,2,0,
901a08bb-ef8b-46dd-b1d0-6bc0b6caa1b2,621d0ab6-c459-43a7-a9da-97ed98e83f5a,Female,25,Ahmedabad,dec9dc3c-6ba9-40d1-ac5c-7080d77465d3,Books,677.69,,0.07,UPI,2023-08-17,13,0,
266e49b9-bd7e-4251-abd8-44b43b65a74c,4ee10e65-3c89-41da-b13c-6744b3b2609c,Female,21,Pune,548c4424-d080-42e3-a76b-ef3dc33a340d,Beauty,1103.25,4,0.25,UPI,2023-10-24,14,0,3309.75
81fcca4f-8ffe-4fce-9d1a-62909d6b2102,69d1b683-2cb4-4209-a8e2-17078a7f6f34,Female,47,Hyderabad,d709f0f8-38e8-4f2f-91e8-c8b5770a7078,Beauty,1044.61,2,0.45,PayPal,2025-05-11,14,0,1149.071
b040c5ad-e874-42ff-b59b-980a34ace633,f820ced8-6004-47b1-8c6f-35157167f362,Female,,Chennai,439cc2a1-db15-477d-855b-c0a01f6dfe54,Home,1031.51,1,0.23,Debit Card,2023-12-29,10,0,794.2627
2e07f1cb-c1a1-4b83-8370-c473990fb201,ba84af95-5cad-448f-8786-2ae8e4551053,Male,35,Pune,41628364-f944-4409-b0dc-5f6998ba52c2,Beauty,1261.84,,0.1,PayPal,2025-05-26,9,0,
f4ae3268-2255-4afc-9ac7-7283125982df,6de2ee50-b9d0-44cd-b346-188506d585de,Male,46,Bangalore,0dcb8689-71d5-4c06-bb16-4c9b0f9cefc2,Toys,393.74,3,0.05,UPI,2024-07-13,5,0,1122.1589999999999
caeab300-57a9-41e0-960e-7483ffe241dd,9439916c-1e62-46eb-b685-29f2b936d760,Male,20,Mumbai,f1b95421-2021-4ae5-8a41-a5ae265e46fb,Electronics,1205.68,2,0.47,Cash on Delivery,2023-08-29,11,0,1278.0208000000002
5d109254-eb24-426e-b1cb-3c6c9ca1793a,01f97a57-9d43-452b-b8f8-9dd5580f736f,Male,47,,6087b93a-b5f1-46e7-b027-c2811ef4fca3,Books,780.19,,0.37,Credit Card,2024-02-22,8,0,
3ef202d6-840c-4ab2-8eef-ff271530d9c9,976db247-ff3a-40f5-85c8-0317d6f4a233,Female,56,Kolkata,59542acf-791e-4d1a-999e-73a4a8180e44,Electronics,1099.99,1,0.16,UPI,2023-09-11,,1,923.9916
5b7f2c56-d76a-4ee3-99ec-476a11c6ef29,5c17e971-4bd1-412e-a7f6-7327df559468,Male,56,,8aed865d-472c-4555-ace6-31c60302ff34,Clothing,1478.7,5,0.15,UPI,2024-12-09,,0,6284.474999999999
79e74f56-6068-44fd-b0dd-e0733b5d998b,9411f525-104d-4da2-b89c-3eab9d63a438,Female,40,Bangalore,ffeeb31b-b478-45cd-9f69-2602e3ccf947,Beauty,387.8,4,0.45,PayPal,2024-08-02,,0,853.1600000000001
cf61270e-b536-4a22-abb3-c108b7648da5,f4fc3cc9-5d88-4373-99ad-7ecb114a328d,Other,39,Kolkata,045a9542-cd85-4c72-95a6-46f2ddffa5b9,Automotive,859.35,1,0.09,Debit Card,2024-09-26,7,0,782.0085
ac8fc94a-d4b5-4c1e-920e-22aa1ce8fbc7,b8651dbb-027d-4ad4-b719-c2cea7ee8b52,Male,25,Mumbai,710ae5d1-db62-486b-8d9a-8f0aebde5aa8,Automotive,940.73,2,0.27,PayPal,2025-06-10,7,0,1373.4658
b6725f7c-3fc5-4c9f-973d-e70b0a8c3590,f62f7605-58a3-4c4b-85c3-b4abc6c4d1c1,Male,42,Bangalore,29ee50e0-968c-4ae0-adc9-04d09ad591ee,Electronics,742.87,1,0.36,PayPal,2024-06-14,,1,475.4368
